BaseCase,RA,RASDG,Year,indicator,Country/Region
6.766,6.681,3.03,2026,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
6.58,6.473,1.122,2027,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
6.411,6.293,0.219,2028,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
6.247,6.133,0,2029,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
6.085,5.977,0,2030,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.924,5.819,0,2031,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.767,5.657,0,2032,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.611,5.495,0,2033,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.456,5.333,0,2034,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.306,5.18,0,2035,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.161,5.033,0,2036,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
5.02,4.89,0,2037,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.881,4.751,0,2038,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.744,4.614,0,2039,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.608,4.479,0,2040,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.47,4.341,0,2041,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.33,4.201,0,2042,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.19,4.06,0,2043,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
4.049,3.918,0,2044,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.909,3.778,0,2045,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.77,3.639,0,2046,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.634,3.502,0,2047,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.499,3.369,0,2048,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.368,3.235,0,2049,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.235,3.105,0,2050,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
3.109,2.982,0,2051,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.986,2.865,0,2052,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.864,2.749,0,2053,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.744,2.639,0,2054,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.626,2.529,0,2055,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.511,2.423,0,2056,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.397,2.319,0,2057,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.287,2.219,0,2058,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.18,2.119,0,2059,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
2.077,2.024,0,2060,Traditional_Cookstove_Use(%ofh),Latin America & the Caribbean
80.09,80.09,80.09,2020,Traditional_Cookstove_Use(%ofh),Low Income Countries
79.89,79.89,79.89,2021,Traditional_Cookstove_Use(%ofh),Low Income Countries
79.29,79.29,79.29,2022,Traditional_Cookstove_Use(%ofh),Low Income Countries
78.66,78.66,78.66,2023,Traditional_Cookstove_Use(%ofh),Low Income Countries
77.73,77.73,77.73,2024,Traditional_Cookstove_Use(%ofh),Low Income Countries
76.67,76.11,70.91,2025,Traditional_Cookstove_Use(%ofh),Low Income Countries
75.6,74.51,60.84,2026,Traditional_Cookstove_Use(%ofh),Low Income Countries
74.65,72.99,48.53,2027,Traditional_Cookstove_Use(%ofh),Low Income Countries
73.69,71.4,36.87,2028,Traditional_Cookstove_Use(%ofh),Low Income Countries
72.76,69.88,26.37,2029,Traditional_Cookstove_Use(%ofh),Low Income Countries
71.87,68.33,17.48,2030,Traditional_Cookstove_Use(%ofh),Low Income Countries
70.99,66.68,10.8,2031,Traditional_Cookstove_Use(%ofh),Low Income Countries
70.08,64.92,6.266,2032,Traditional_Cookstove_Use(%ofh),Low Income Countries
69.13,63.04,3.164,2033,Traditional_Cookstove_Use(%ofh),Low Income Countries
68.15,61.08,0.015,2034,Traditional_Cookstove_Use(%ofh),Low Income Countries
67.11,59.1,0,2035,Traditional_Cookstove_Use(%ofh),Low Income Countries
66.01,57.14,0,2036,Traditional_Cookstove_Use(%ofh),Low Income Countries
64.83,55.16,0,2037,Traditional_Cookstove_Use(%ofh),Low Income Countries
63.58,53.14,0,2038,Traditional_Cookstove_Use(%ofh),Low Income Countries
62.27,51.1,0,2039,Traditional_Cookstove_Use(%ofh),Low Income Countries
60.91,49.04,0,2040,Traditional_Cookstove_Use(%ofh),Low Income Countries
59.5,46.94,0,2041,Traditional_Cookstove_Use(%ofh),Low Income Countries
58.04,44.81,0,2042,Traditional_Cookstove_Use(%ofh),Low Income Countries
56.54,42.94,0,2043,Traditional_Cookstove_Use(%ofh),Low Income Countries
55.01,41.41,0,2044,Traditional_Cookstove_Use(%ofh),Low Income Countries
53.44,39.87,0,2045,Traditional_Cookstove_Use(%ofh),Low Income Countries
51.84,38.31,0,2046,Traditional_Cookstove_Use(%ofh),Low Income Countries
50.23,36.8,0,2047,Traditional_Cookstove_Use(%ofh),Low Income Countries
48.6,35.44,0,2048,Traditional_Cookstove_Use(%ofh),Low Income Countries
46.97,34.05,0,2049,Traditional_Cookstove_Use(%ofh),Low Income Countries
45.34,32.86,0,2050,Traditional_Cookstove_Use(%ofh),Low Income Countries
43.69,31.67,0,2051,Traditional_Cookstove_Use(%ofh),Low Income Countries
42.06,30.49,0,2052,Traditional_Cookstove_Use(%ofh),Low Income Countries
40.43,29.33,0,2053,Traditional_Cookstove_Use(%ofh),Low Income Countries
38.81,28.23,0,2054,Traditional_Cookstove_Use(%ofh),Low Income Countries
37.25,27.17,0,2055,Traditional_Cookstove_Use(%ofh),Low Income Countries
35.71,26.15,0,2056,Traditional_Cookstove_Use(%ofh),Low Income Countries
34.19,25.14,0,2057,Traditional_Cookstove_Use(%ofh),Low Income Countries
32.73,24.15,0,2058,Traditional_Cookstove_Use(%ofh),Low Income Countries
31.3,23.17,0,2059,Traditional_Cookstove_Use(%ofh),Low Income Countries
29.92,22.22,0,2060,Traditional_Cookstove_Use(%ofh),Low Income Countries
52.25,52.25,52.25,2020,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
49.95,49.95,49.95,2021,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
47.68,47.68,47.68,2022,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
46.07,46.07,46.07,2023,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
44.86,44.86,44.86,2024,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
43.71,43.28,41.7,2025,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
42.5,41.66,37.99,2026,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
41.49,40.35,34.34,2027,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
40.37,39,30.59,2028,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
39.24,37.67,27.1,2029,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
38.1,36.31,23.57,2030,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
36.94,34.94,20.6,2031,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
35.79,33.6,18.01,2032,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
34.65,32.34,16.01,2033,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
33.53,31.11,13.96,2034,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
32.47,29.92,11.97,2035,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
31.44,28.79,10.04,2036,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
30.43,27.72,8.3,2037,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
29.44,26.69,7.414,2038,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
28.47,25.68,6.674,2039,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
27.51,24.69,5.983,2040,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
26.55,23.74,5.34,2041,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
25.61,22.82,4.743,2042,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
24.68,21.9,4.193,2043,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
23.77,21,3.689,2044,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
22.88,20.13,3.233,2045,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
22.02,19.29,2.822,2046,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
21.18,18.47,2.458,2047,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
20.36,17.67,2.115,2048,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
19.56,16.9,1.792,2049,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
18.78,16.2,1.488,2050,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
18.02,15.54,1.205,2051,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
17.29,14.9,0.939,2052,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
16.57,14.29,0.691,2053,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
15.86,13.7,0.459,2054,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
15.17,13.13,0.243,2055,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
14.49,12.57,0.04,2056,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
13.84,12.03,0,2057,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
13.2,11.55,0,2058,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
12.6,11.08,0,2059,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
12.01,10.62,0,2060,Traditional_Cookstove_Use(%ofh),Low Middle Income Countries
7.694,7.694,7.694,2020,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.804,7.804,7.804,2021,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.854,7.854,7.854,2022,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.112,8.112,8.112,2023,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.182,8.182,8.182,2024,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.157,8.14,7.277,2025,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.099,8.033,6.37,2026,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.1,7.995,5.166,2027,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.094,7.938,4.332,2028,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.099,7.845,3.272,2029,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.105,7.76,2.03,2030,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.106,7.597,0.616,2031,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.101,7.37,0,2032,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.098,7.111,0,2033,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.108,6.861,0,2034,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.123,6.649,0,2035,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.143,6.513,0,2036,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.15,6.375,0,2037,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.132,6.237,0,2038,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.093,6.098,0,2039,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
8.05,5.957,0,2040,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.999,5.812,0,2041,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.938,5.663,0,2042,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.865,5.506,0,2043,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.776,5.336,0,2044,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.673,5.153,0,2045,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.556,4.959,0,2046,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.43,4.757,0,2047,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.291,4.556,0,2048,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
7.138,4.359,0,2049,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
6.961,4.212,0,2050,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
6.766,4.058,0,2051,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
6.555,3.897,0,2052,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
6.323,3.727,0,2053,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
6.073,3.622,0,2054,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
5.812,3.577,0,2055,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
5.545,3.528,0,2056,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
5.278,3.476,0,2057,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
5.015,3.421,0,2058,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
4.754,3.363,0,2059,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
4.508,3.3,0,2060,Traditional_Cookstove_Use(%ofh),North Africa & West Asia
10.32,10.32,10.32,2020,Traditional_Cookstove_Use(%ofh),Oceania
10.42,10.42,10.42,2021,Traditional_Cookstove_Use(%ofh),Oceania
